Amount,MerchantCategory,TransactionType,Latitude,Longitude,AvgTransactionAmount,TransactionFrequency,UnusualLocation,UnusualAmount,NewDevice,FailedAttempts,FraudFlag,Hour,DayOfWeek,User_Transaction_Count,IP_Frequency,Phone_Usage_Count
919.61,Groceries,P2M,27.9882435,17.744302,2949.03,3/day,False,False,False,4,False,6,5,1,1,1
1333.67,Clothing,P2P,8.788198,-142.048853,3513.63,3/day,True,False,False,0,False,6,4,1,1,1
288.41,Groceries,P2M,-44.82227,108.052173,4303.75,3/day,True,False,False,0,False,8,3,1,1,1
6326.97,Entertainment,P2M,30.492279,44.349146,2712.48,5/day,False,True,True,1,False,7,5,1,1,1
8877.63,Travel,P2P,-38.0934595,52.694644,4480.15,5/day,True,True,True,0,False,9,2,1,1,1
2826.67,Entertainment,P2P,30.724661,169.946829,9020.36,1/day,True,False,True,1,False,2,1,1,1,1
1603.63,Restaurants,P2M,56.425709,-79.725632,3485.79,1/day,False,False,True,3,False,12,1,1,1,1
7825.13,Travel,P2M,26.2867985,21.38012,9619.44,3/day,True,False,False,3,False,19,3,1,1,1
782.43,Clothing,P2P,23.934584,163.000207,8828.92,3/day,False,False,False,1,False,4,4,1,1,1
7435.56,Electronics,P2M,48.6043315,103.243868,7764.79,3/day,True,False,True,2,True,0,0,1,1,1
1571.86,Restaurants,P2M,43.992652,-114.190975,9658.16,1/day,False,True,False,0,True,22,6,1,1,1
9178.96,Travel,P2M,-7.1653455,84.203045,6303.49,5/day,False,True,False,1,False,20,2,1,1,1
1544.72,Entertainment,P2P,-80.583665,50.7527,9610.76,1/day,False,False,False,2,False,20,4,1,1,1
4250.7,Utilities,P2P,21.367268,111.155035,3242.99,1/day,True,False,True,3,False,13,2,1,1,1
9623.83,Clothing,P2M,25.3299565,102.377046,8145.35,1/day,False,False,False,2,False,18,0,1,1,1
1085.04,Clothing,P2M,-85.4079555,-116.032855,1720.99,1/day,False,False,False,0,False,23,1,1,1,1
1563.57,Entertainment,P2M,-67.6623855,-41.408137,9944.61,1/day,False,True,True,3,False,22,6,1,1,1
3850.65,Restaurants,P2M,-55.2641305,-125.539759,1066.47,5/day,False,True,False,4,False,5,1,1,1,1
8229.75,Restaurants,P2P,-4.9876545,31.489948,4535.35,5/day,False,False,True,3,False,22,6,1,1,1
543.01,Electronics,P2P,64.6409495,-95.132737,5675.52,3/day,False,True,False,4,False,5,6,1,1,1
6052.36,Restaurants,P2P,35.0172455,-121.367619,530.08,5/day,True,True,False,4,False,21,3,1,1,1
9899.26,Entertainment,P2M,-72.7280625,-140.90393,9931.73,5/day,True,True,False,1,False,1,0,1,1,1
5399.94,Clothing,P2M,-5.9145945,-103.832151,8335.16,1/day,True,True,True,1,False,12,6,1,1,1
8522.81,Entertainment,P2P,17.64636,-148.524721,7386.64,1/day,False,False,False,1,False,15,1,1,1,1
6036.39,Entertainment,P2M,14.5688035,24.743977,9118.12,5/day,True,True,True,0,False,13,6,1,1,1
2709.99,Travel,P2M,87.8995255,50.17531,3806.07,1/day,False,False,False,1,False,6,0,1,1,1
4334.24,Travel,P2M,-12.2788445,20.664356,2691.69,5/day,True,False,False,2,False,0,1,1,1,1
8693.26,Travel,P2P,-64.8438445,166.299384,1960.89,1/day,False,True,True,0,False,8,5,1,1,1
1428.39,Restaurants,P2P,29.9377105,74.966716,7924.83,5/day,False,False,False,4,False,22,3,1,1,1
6245.84,Electronics,P2M,-16.490885,6.854526,4653.54,5/day,False,False,False,4,False,2,1,1,1,1
6202.3,Groceries,P2P,18.456174,53.634025,2501.78,5/day,True,True,False,0,True,18,1,1,1,1
728.59,Clothing,P2M,-46.417246,138.657624,7413.71,3/day,True,True,False,4,False,16,1,1,1,1
3931.34,Groceries,P2M,37.380333,-151.49749,8122.14,1/day,False,True,True,0,False,2,6,1,1,1
1596.18,Clothing,P2P,82.418397,139.777109,905.83,3/day,True,True,False,3,False,18,3,1,1,1
4233.42,Groceries,P2P,-29.8767905,-95.167291,5527.58,1/day,True,False,True,3,False,10,1,1,1,1
268.73,Restaurants,P2P,25.885212,157.772191,704.66,1/day,True,True,False,4,True,1,3,1,1,1
3496.12,Entertainment,P2M,-58.5606285,105.63964,8489.41,3/day,True,True,True,4,False,15,6,1,1,1
7845.86,Electronics,P2P,85.032033,-34.755244,868.35,1/day,False,True,False,3,False,11,4,1,1,1
5483.7,Utilities,P2M,32.8118035,125.393357,9141.96,3/day,True,True,True,0,True,17,5,1,1,1
4611.69,Travel,P2M,-40.7366175,21.788443,2189.62,1/day,False,True,False,3,False,17,6,1,1,1
7160.93,Restaurants,P2P,86.703155,35.166398,4312.24,3/day,False,True,True,2,False,21,6,1,1,1
6181.96,Travel,P2M,-61.781963,55.164882,5957.91,1/day,False,False,False,1,False,10,5,1,1,1
1758.09,Entertainment,P2P,-67.5781215,-148.300177,6148.17,3/day,True,True,True,0,False,17,1,1,1,1
9096.04,Electronics,P2P,46.531329,-3.630659,6908.28,1/day,False,True,False,0,False,21,2,1,1,1
6671.69,Travel,P2M,5.702117,-44.016415,9639.14,5/day,True,False,False,2,False,6,6,1,1,1
8752.37,Utilities,P2M,81.1970735,-75.070483,4843.79,5/day,True,False,False,1,False,22,4,1,1,1
302.5,Restaurants,P2P,-2.6430335,-142.205193,298.11,1/day,False,False,False,4,True,19,2,1,1,1
764.1,Electronics,P2M,-75.5531965,115.163413,6052.16,3/day,True,True,False,3,False,1,0,1,1,1
6696.09,Travel,P2M,-3.741105,65.906861,9579.27,1/day,False,True,False,4,False,15,4,1,1,1
8947.5,Groceries,P2P,-75.9185575,-90.307953,9157.85,5/day,False,False,True,3,False,17,3,1,1,1
4152.44,Utilities,P2M,66.3252685,-117.386877,2770.58,5/day,True,False,True,0,False,8,2,1,1,1
1176.53,Entertainment,P2M,75.8232355,13.89673,6777.95,5/day,False,True,True,1,False,4,6,1,1,1
5035.74,Restaurants,P2P,-61.828841,-17.027403,6354.36,3/day,True,True,False,4,False,1,3,1,1,1
8657.26,Entertainment,P2P,84.263453,133.596703,7152.73,1/day,True,True,False,3,False,20,6,1,1,1
3144.46,Entertainment,P2P,72.161808,91.422776,8164.49,3/day,True,True,False,3,False,18,5,1,1,1
4166.94,Entertainment,P2P,-22.6192085,-42.957121,4561.92,5/day,True,True,False,4,False,2,1,1,1,1
1038.46,Entertainment,P2M,-47.552318,-89.204426,2341.25,3/day,False,False,False,2,False,22,2,1,1,1
243.01,Restaurants,P2P,62.496132,-156.061966,924.89,1/day,False,True,False,2,False,8,0,1,1,1
6565.23,Groceries,P2P,-83.5977845,74.527012,6726.69,3/day,False,False,False,4,False,18,2,1,1,1
4248.44,Entertainment,P2P,-85.627143,143.909228,8453.53,3/day,True,False,True,0,False,1,5,1,1,1
2822.04,Restaurants,P2P,19.2764915,19.171603,7354.38,3/day,False,False,False,4,False,11,2,1,1,1
8697.62,Clothing,P2P,-26.520903,47.421206,5531.9,1/day,True,False,False,1,False,14,6,1,1,1
8763.98,Restaurants,P2M,-79.4437525,8.974832,9691.19,3/day,False,False,False,4,False,19,5,1,1,1
6787.0,Utilities,P2P,-76.6027935,-174.337138,4400.4,5/day,True,True,True,0,False,16,4,1,1,1
6372.91,Entertainment,P2P,18.2354445,-123.45663,1613.9,3/day,True,True,False,3,False,2,1,1,1,1
1707.79,Travel,P2M,-32.610864,117.044735,7516.65,1/day,False,True,False,2,False,11,5,1,1,1
5297.99,Travel,P2P,64.698762,143.567911,5741.54,3/day,True,False,False,2,False,5,0,1,1,1
3799.29,Restaurants,P2P,-1.8034155,-11.166531,7203.78,1/day,True,True,False,2,False,12,5,1,1,1
7447.94,Utilities,P2M,72.2503945,-1.869529,9835.71,1/day,True,True,False,3,False,22,0,1,1,1
2965.33,Groceries,P2M,-57.936543,-159.497207,5013.22,1/day,True,True,True,1,False,15,2,1,1,1
7451.28,Entertainment,P2M,-50.5579265,-121.659999,6804.43,5/day,True,True,False,2,False,2,5,1,1,1
9044.44,Utilities,P2M,88.814431,-76.184386,6981.54,5/day,False,False,True,4,False,12,2,1,1,1
9676.09,Travel,P2M,-88.124026,-115.995461,1653.66,3/day,True,False,False,0,False,11,1,1,1,1
3200.54,Restaurants,P2P,-42.248716,-15.882657,4971.67,3/day,False,False,False,3,False,0,5,1,1,1
6257.61,Travel,P2P,-16.593332,-38.025905,102.48,3/day,False,True,True,4,True,13,4,1,1,1
599.6,Restaurants,P2M,7.677609,39.404028,5589.23,5/day,True,True,False,4,False,9,0,1,1,1
2843.94,Utilities,P2P,-69.2728015,88.099449,1434.21,5/day,False,False,False,0,False,18,6,1,1,1
7183.07,Electronics,P2P,-40.0554255,-124.722235,8883.3,5/day,True,False,False,3,False,12,4,1,1,1
9613.02,Entertainment,P2M,-36.7882705,-162.975724,5401.38,5/day,True,False,True,2,False,16,3,1,1,1
5523.9,Restaurants,P2P,-78.689718,153.357465,3357.1,1/day,True,True,False,4,False,23,1,1,1,1
4994.0,Electronics,P2P,6.3898175,117.584672,5656.76,1/day,True,False,False,2,False,21,1,1,1,1
9184.74,Utilities,P2M,56.0679255,-177.036368,2280.03,1/day,False,True,True,1,False,7,0,1,1,1
7973.85,Groceries,P2M,54.524043,16.591676,4523.21,3/day,True,False,True,0,False,10,6,1,1,1
5372.41,Travel,P2P,-62.7122565,104.884548,8500.22,3/day,False,True,True,3,False,22,1,1,1,1
5544.31,Clothing,P2P,48.0826815,143.109736,455.5,5/day,True,False,False,0,False,10,4,1,1,1
1114.78,Groceries,P2M,-35.1946595,-141.587133,337.82,5/day,True,False,True,0,False,17,3,1,1,1
5839.96,Entertainment,P2P,53.0704305,-103.935113,9706.8,5/day,True,True,False,3,False,3,0,1,1,1
9057.34,Groceries,P2P,-3.244916,50.340681,725.67,3/day,False,True,False,3,False,9,1,1,1,1
400.41,Utilities,P2P,-46.7984895,85.746506,3247.9,1/day,False,True,False,0,False,12,0,1,1,1
6297.88,Clothing,P2P,19.7652085,36.072519,2026.7,5/day,False,True,False,4,False,16,1,1,1,1
3550.86,Electronics,P2P,-56.0041325,175.644964,4699.05,3/day,True,False,False,1,False,18,2,1,1,1
2935.75,Restaurants,P2M,53.398991,143.267134,603.26,5/day,True,True,False,0,True,20,0,1,1,1
3673.98,Travel,P2M,38.8857415,147.406675,2889.2,3/day,False,True,False,2,False,18,1,1,1,1
8271.8,Utilities,P2P,-80.787345,-138.830615,2704.78,3/day,False,False,False,4,False,7,0,1,1,1
821.0,Entertainment,P2M,-48.0776825,93.103684,4548.67,5/day,False,False,True,1,False,1,0,1,1,1
2333.57,Entertainment,P2P,-26.657225,95.317625,3522.32,1/day,False,False,False,2,False,18,4,1,1,1
1137.53,Travel,P2P,-10.3633915,-171.705228,4932.07,1/day,True,True,True,0,False,21,2,1,1,1
8567.92,Electronics,P2M,3.604208,33.47446,8056.63,5/day,False,True,True,0,False,10,5,1,1,1
1082.47,Restaurants,P2M,28.986915,-136.750443,9476.01,1/day,True,True,True,4,False,10,2,1,1,1
4347.07,Entertainment,P2P,82.0535325,146.131689,1241.01,3/day,False,False,True,2,False,23,6,1,1,1
4492.19,Electronics,P2M,-44.5752185,-151.073012,7798.7,3/day,False,True,True,2,False,9,4,1,1,1
6796.76,Entertainment,P2P,-8.1655505,-151.490085,81.37,5/day,False,False,False,1,False,11,3,1,1,1
2136.13,Utilities,P2M,55.6827555,-16.664318,7487.19,5/day,False,True,False,4,False,17,3,1,1,1
8779.79,Entertainment,P2P,-15.7589425,-133.251079,7980.04,1/day,True,False,True,3,False,20,4,1,1,1
3173.19,Electronics,P2M,-18.4863955,-47.48149,572.95,3/day,False,True,False,2,False,10,6,1,1,1
1966.08,Clothing,P2M,32.418596,-80.100169,900.63,1/day,True,False,True,1,True,0,0,1,1,1
9992.34,Entertainment,P2M,39.1077,-78.724163,1306.94,5/day,True,False,True,1,False,16,1,1,1,1
4217.74,Clothing,P2P,-3.418554,109.609546,9804.18,3/day,False,False,False,4,False,22,0,1,1,1
9846.4,Electronics,P2P,-31.1285465,-23.072668,668.08,1/day,True,False,True,0,False,20,2,1,1,1
1451.29,Clothing,P2M,-81.19992,148.71344,9324.71,5/day,False,False,False,2,False,16,0,1,1,1
5583.75,Entertainment,P2M,80.783901,178.777632,8414.82,3/day,False,False,True,3,False,21,3,1,1,1
72.7,Utilities,P2P,6.706034,-55.384314,2152.41,5/day,False,True,True,3,False,15,5,1,1,1
858.84,Electronics,P2P,29.0299005,-12.886976,9134.28,3/day,False,False,False,2,False,23,3,1,1,1
2211.57,Entertainment,P2P,20.6221795,-97.921072,4053.17,3/day,False,False,False,1,False,12,0,1,1,1
9076.21,Entertainment,P2P,32.4371615,-96.412757,5893.6,5/day,True,False,False,1,False,4,0,1,1,1
1848.46,Groceries,P2M,13.7710335,85.061336,6901.29,1/day,True,True,False,3,False,14,6,1,1,1
9046.87,Travel,P2M,-33.067705,-160.64647,3856.22,1/day,True,False,True,2,False,16,5,1,1,1
8412.97,Clothing,P2M,25.1457995,-101.748608,8832.56,1/day,False,False,False,1,False,5,5,1,1,1
8575.05,Electronics,P2M,-14.56654,-143.586806,5283.86,5/day,False,True,False,0,False,7,5,1,1,1
7586.37,Entertainment,P2P,32.1079155,83.600945,3471.12,3/day,False,True,False,3,False,1,4,1,1,1
6497.28,Entertainment,P2M,-70.9688885,-93.327142,9299.33,1/day,True,True,True,0,False,12,1,1,1,1
8326.5,Entertainment,P2P,-27.946053,138.700006,8525.31,1/day,True,False,True,2,False,1,4,1,1,1
9314.63,Utilities,P2M,-40.143524,88.23703,7512.78,5/day,True,False,True,2,False,19,3,1,1,1
7548.38,Utilities,P2M,-41.184787,-136.221015,3150.45,1/day,True,False,False,0,False,1,2,1,1,1
6980.65,Clothing,P2M,67.5648775,-163.664908,2961.01,3/day,True,False,True,2,True,17,5,1,1,1
3200.21,Utilities,P2P,-31.7623365,68.440742,4224.47,1/day,True,False,False,4,False,4,0,1,1,1
7033.74,Travel,P2P,89.754654,-107.046663,1896.06,3/day,False,True,True,3,False,4,6,1,1,1
9493.48,Clothing,P2M,28.4521665,-67.955296,4012.96,3/day,False,False,False,0,False,19,2,1,1,1
4914.17,Utilities,P2M,-21.4783185,121.497909,1492.58,3/day,False,True,False,1,False,20,1,1,1,1
7534.16,Electronics,P2P,-75.573541,163.645246,9410.49,3/day,False,True,False,4,False,19,5,1,1,1
2961.58,Electronics,P2M,32.4484205,58.955547,1697.4,5/day,True,True,True,0,False,19,0,1,1,1
2888.81,Electronics,P2P,35.6432545,103.681441,3789.87,3/day,False,True,False,0,False,7,2,1,1,1
656.15,Clothing,P2M,-55.7222655,-5.240251,6570.8,1/day,False,False,False,0,False,4,2,1,1,1
8903.2,Travel,P2P,55.7503605,20.057629,3271.98,1/day,False,False,False,2,False,22,2,1,1,1
2332.54,Travel,P2M,-34.4723665,-140.503337,230.93,5/day,True,True,False,1,False,4,6,1,1,1
781.74,Entertainment,P2M,-76.5243895,-86.347608,2811.73,3/day,False,True,False,3,False,5,0,1,1,1
7431.49,Entertainment,P2M,-66.6342655,147.671499,1156.5,3/day,False,False,True,1,False,21,6,1,1,1
9972.67,Entertainment,P2P,4.252833,-91.446887,403.11,5/day,True,False,True,0,False,4,1,1,1,1
9649.34,Clothing,P2P,47.3316115,-164.361517,6897.29,3/day,False,True,False,4,False,2,3,1,1,1
3394.35,Entertainment,P2M,29.849156,-61.589283,574.27,5/day,True,False,False,3,False,8,5,1,1,1
9643.45,Clothing,P2M,67.456752,-51.948624,9518.78,1/day,False,True,True,1,False,21,6,1,1,1
8471.23,Groceries,P2M,-49.9068615,124.590585,5793.33,3/day,False,False,True,1,False,21,1,1,1,1
5098.69,Restaurants,P2P,-50.82689,137.382903,10.45,3/day,True,True,True,2,False,1,0,1,1,1
1734.73,Electronics,P2P,14.190264,-41.642841,2291.1,5/day,False,True,False,1,False,18,5,1,1,1
4710.91,Groceries,P2P,23.448847,-106.452231,3594.22,5/day,True,False,True,1,False,14,3,1,1,1
8681.55,Utilities,P2M,49.5640565,94.698363,3496.19,1/day,False,True,False,4,False,2,4,1,1,1
9346.87,Clothing,P2P,23.361401,47.118759,8158.15,5/day,False,False,True,4,False,20,4,1,1,1
2828.99,Restaurants,P2P,-88.8779255,87.711701,5196.7,3/day,False,False,True,0,False,5,6,1,1,1
6780.66,Entertainment,P2M,-3.722716,-51.108864,5914.99,3/day,True,True,False,3,False,16,1,1,1,1
6270.28,Groceries,P2P,-89.4149895,135.319375,339.78,1/day,False,True,True,2,False,5,0,1,1,1
8683.04,Groceries,P2P,-86.2065685,177.453831,5504.21,1/day,True,True,True,4,False,17,6,1,1,1
6323.43,Restaurants,P2M,1.7592505,0.418361,143.38,3/day,False,False,True,2,False,8,0,1,1,1
9436.44,Electronics,P2P,-85.314615,-39.195102,6183.67,1/day,False,True,True,3,False,7,6,1,1,1
8680.02,Clothing,P2P,-51.5025545,82.982442,2625.71,1/day,True,True,True,2,False,6,2,1,1,1
8498.76,Entertainment,P2M,-32.6497265,-165.620422,3416.37,5/day,True,False,False,0,False,1,3,1,1,1
7833.69,Travel,P2P,-32.2052605,87.368305,7650.82,5/day,False,False,False,2,False,2,1,1,1,1
3259.51,Restaurants,P2M,45.2217055,-152.362979,8231.97,5/day,True,True,True,4,False,17,3,1,1,1
8869.45,Travel,P2M,25.673594,122.109676,2940.01,3/day,False,False,True,0,False,12,4,1,1,1
7608.32,Entertainment,P2M,-45.8955915,-106.006363,4147.17,3/day,False,False,True,3,False,10,2,1,1,1
4814.89,Entertainment,P2P,-45.243536,-165.971115,7362.34,5/day,True,False,True,0,False,15,4,1,1,1
8145.51,Groceries,P2M,-64.296162,71.796714,6429.79,5/day,False,True,True,0,False,11,3,1,1,1
3086.48,Travel,P2P,29.69289,106.334108,9657.19,1/day,True,True,False,4,False,8,3,1,1,1
289.4,Utilities,P2P,-69.0296455,-175.117033,2831.34,5/day,False,False,False,3,True,14,1,1,1,1
6289.43,Utilities,P2P,-36.8548805,1.509515,2497.75,5/day,False,True,True,1,False,13,6,1,1,1
3744.0,Utilities,P2P,-86.999266,173.439969,6212.57,5/day,True,True,False,4,False,21,4,1,1,1
7090.67,Clothing,P2P,60.053961,-72.428948,3711.09,5/day,True,True,True,1,False,12,1,1,1,1
3460.46,Utilities,P2P,-31.549153,120.521409,3080.91,1/day,True,False,True,1,False,20,1,1,1,1
8173.77,Groceries,P2M,62.8456075,-127.655898,5347.75,3/day,False,True,False,0,False,12,2,1,1,1
3281.48,Entertainment,P2P,-17.054108,-162.01706,5817.65,3/day,False,False,False,2,False,5,4,1,1,1
4924.71,Travel,P2P,76.03574,-28.670565,5992.72,1/day,True,False,False,1,False,7,1,1,1,1
2356.25,Entertainment,P2P,70.1869835,-12.333373,9103.67,1/day,True,True,False,0,True,5,0,1,1,1
3640.65,Restaurants,P2P,-27.8354325,-179.138847,1951.95,5/day,False,False,True,0,False,1,0,1,1,1
5184.68,Travel,P2P,-7.6552055,84.435726,2188.38,5/day,True,True,True,1,False,17,2,1,1,1
8557.86,Restaurants,P2M,54.174164,66.569486,1965.55,5/day,False,False,False,2,False,2,3,1,1,1
4072.53,Groceries,P2P,-45.153504,-143.497632,3469.2,5/day,False,True,True,4,False,3,3,1,1,1
9076.25,Utilities,P2M,86.085652,134.237046,4767.58,3/day,True,False,True,3,False,12,5,1,1,1
953.08,Electronics,P2M,21.4269465,-21.763153,5865.82,3/day,True,False,True,0,False,7,2,1,1,1
399.46,Electronics,P2P,-28.1658595,27.401862,8063.16,5/day,True,True,True,4,False,23,2,1,1,1
3811.09,Restaurants,P2M,-49.4362705,9.111118,1169.87,3/day,False,False,True,0,False,9,0,1,1,1
406.45,Entertainment,P2P,-5.378174,33.938386,2312.75,3/day,False,True,False,3,False,10,3,1,1,1
6745.1,Electronics,P2M,24.3125545,93.913117,1838.7,1/day,False,False,False,4,False,20,0,1,1,1
1105.67,Electronics,P2P,24.7336315,88.295086,4755.29,1/day,False,True,True,2,False,1,6,1,1,1
7629.07,Electronics,P2P,1.904824,-71.642602,9520.6,1/day,False,False,False,3,False,6,2,1,1,1
1310.19,Clothing,P2P,81.8285485,73.801517,9057.96,3/day,False,False,False,3,False,12,5,1,1,1
8970.64,Restaurants,P2M,-15.450482,-56.019001,4289.17,3/day,False,True,True,1,False,5,0,1,1,1
8301.41,Entertainment,P2P,77.131583,-39.796521,8495.79,1/day,True,False,False,2,False,17,4,1,1,1
6515.46,Utilities,P2M,9.3615805,-177.224254,6556.03,1/day,False,True,False,0,False,6,3,1,1,1
5125.21,Restaurants,P2P,83.832017,9.48165,9123.95,3/day,True,True,False,1,False,23,1,1,1,1
4126.06,Clothing,P2M,-58.0545655,-30.861505,9381.08,3/day,False,False,True,0,False,15,6,1,1,1
1952.29,Restaurants,P2M,-15.939303,-33.70785,54.28,1/day,False,False,True,0,False,21,6,1,1,1
4121.16,Restaurants,P2M,52.326179,2.387105,2718.51,5/day,True,True,False,4,True,0,5,1,1,1
8041.62,Utilities,P2P,81.5919435,49.163923,4011.63,1/day,False,False,False,0,False,17,2,1,1,1
2909.88,Restaurants,P2M,-54.2511765,-52.145146,4277.65,5/day,False,False,True,4,True,3,3,1,1,1
5444.1,Electronics,P2P,75.1579965,106.957047,7108.65,3/day,False,False,False,4,True,1,0,1,1,1
3346.62,Entertainment,P2M,-76.1037075,46.349194,3919.95,5/day,True,False,True,3,False,3,0,1,1,1
9321.28,Electronics,P2P,17.7973405,-119.533783,7872.11,1/day,False,True,True,0,False,22,4,1,1,1
9223.29,Utilities,P2M,70.147066,-88.126056,6924.46,3/day,False,False,False,1,False,13,3,1,1,1
5073.94,Utilities,P2P,7.212188,169.60141,6428.92,1/day,False,True,False,2,False,22,1,1,1,1
8398.77,Groceries,P2M,-86.5492725,-80.890054,2127.4,1/day,True,False,True,2,False,11,5,1,1,1
9279.82,Travel,P2P,29.872183,-126.295984,7430.81,3/day,False,True,False,3,False,5,1,1,1,1
2294.4,Electronics,P2P,13.087227,135.370164,7148.46,1/day,False,True,True,2,True,19,2,1,1,1
4896.75,Groceries,P2M,-4.5295455,-2.543905,8023.95,1/day,True,False,False,1,False,7,1,1,1,1
7570.14,Utilities,P2P,-2.21434,15.02892,399.42,1/day,True,True,True,3,False,7,0,1,1,1
2876.02,Groceries,P2P,17.85524,-128.882226,3259.18,1/day,True,True,True,0,False,9,4,1,1,1
1235.35,Electronics,P2P,84.7506305,-165.382616,649.9,5/day,True,True,True,2,False,13,0,1,1,1
826.93,Restaurants,P2P,60.1642745,139.658605,3337.85,1/day,True,False,False,2,False,19,5,1,1,1
1998.88,Utilities,P2M,65.9477655,37.276251,7992.93,3/day,False,False,True,2,False,6,5,1,1,1
6171.59,Travel,P2M,-1.5547205,-98.470567,2150.54,1/day,True,False,True,0,False,3,0,1,1,1
2506.67,Restaurants,P2P,45.837404,4.048072,4156.11,5/day,False,True,True,3,False,18,4,1,1,1
7737.19,Electronics,P2P,54.491912,31.083724,2035.44,5/day,True,False,False,4,False,15,1,1,1,1
1049.86,Travel,P2M,16.174954,33.935357,6579.62,1/day,False,True,True,2,False,15,3,1,1,1
966.08,Utilities,P2M,-84.519767,32.55206,4666.63,3/day,False,True,True,0,False,3,2,1,1,1
5036.5,Utilities,P2P,-67.9399235,141.182483,9765.75,1/day,True,False,True,1,False,6,5,1,1,1
2773.63,Entertainment,P2P,40.5917045,-51.725276,4963.42,5/day,True,True,False,0,False,12,4,1,1,1
6516.82,Clothing,P2P,60.4313385,-117.583973,9805.49,1/day,True,False,True,3,False,19,4,1,1,1
3006.79,Groceries,P2M,3.039532,20.65649,1194.3,5/day,False,False,False,3,False,5,6,1,1,1
452.49,Utilities,P2M,-2.8256805,-67.411598,7208.91,3/day,False,False,False,1,False,17,2,1,1,1
8141.48,Clothing,P2P,-35.1566575,-124.020903,6705.94,1/day,False,False,False,0,False,6,4,1,1,1
1000.76,Entertainment,P2P,-31.1835775,107.524715,240.02,5/day,True,True,True,2,False,14,6,1,1,1
30.51,Utilities,P2P,36.1302835,175.609633,4289.89,3/day,False,True,True,1,True,20,4,1,1,1
7637.9,Groceries,P2M,-34.454216,150.597121,540.51,3/day,False,False,False,3,True,16,5,1,1,1
8972.92,Entertainment,P2P,58.7484495,-30.539661,2058.69,1/day,False,True,True,3,False,6,0,1,1,1
3554.93,Entertainment,P2M,-76.722008,12.132295,9872.14,5/day,False,True,True,4,False,9,2,1,1,1
8349.51,Travel,P2M,-40.705391,-92.127048,4097.13,5/day,False,False,False,3,False,3,6,1,1,1
1481.98,Groceries,P2P,-10.3840915,-160.555351,856.27,3/day,False,False,False,1,False,8,2,1,1,1
5628.25,Travel,P2M,-59.742767,-58.439686,1773.19,5/day,True,False,True,1,False,22,1,1,1,1
7220.24,Clothing,P2M,-11.09288,-23.29749,7515.69,1/day,True,False,True,4,False,18,1,1,1,1
6927.91,Travel,P2P,-62.9068235,-56.91625,7916.86,1/day,False,False,True,3,False,11,0,1,1,1
9206.52,Electronics,P2P,49.2063105,-70.407231,4074.25,3/day,False,True,True,4,False,2,0,1,1,1
322.81,Restaurants,P2M,36.49517,151.436786,5029.89,1/day,False,False,False,4,False,14,2,1,1,1
6374.39,Groceries,P2M,-51.55935,50.315925,6871.01,3/day,False,False,False,3,False,8,4,1,1,1
1003.44,Electronics,P2P,0.765666,-70.353141,5409.12,1/day,True,True,False,3,False,15,2,1,1,1
1797.8,Entertainment,P2M,-52.676353,-150.954082,4185.85,1/day,False,False,False,0,False,18,0,1,1,1
100.3,Travel,P2P,11.941725,120.928013,7333.13,1/day,True,True,True,0,False,14,5,1,1,1
7327.34,Clothing,P2M,-47.639142,120.559114,7284.47,3/day,False,False,False,3,False,17,1,1,1,1
1663.76,Clothing,P2M,58.357404,160.736424,9569.13,1/day,True,False,False,1,False,9,1,1,1,1
112.66,Utilities,P2P,68.306905,121.285282,4852.08,1/day,False,False,False,0,False,8,6,1,1,1
6992.98,Electronics,P2P,-62.4494795,70.700096,1644.0,1/day,True,True,False,3,False,11,1,1,1,1
5933.46,Travel,P2P,-15.345876,-93.794216,4095.64,3/day,False,False,True,1,False,13,1,1,1,1
5415.63,Restaurants,P2M,49.9975365,-1.90474,5587.71,1/day,False,False,True,0,False,20,6,1,1,1
2524.8,Utilities,P2P,-4.58702,-74.327673,3122.84,1/day,False,True,False,2,False,4,4,1,1,1
2077.48,Groceries,P2M,59.7596785,-130.773801,5861.89,1/day,True,False,True,0,False,4,3,1,1,1
9301.7,Electronics,P2M,-1.705237,-135.842626,6068.08,5/day,False,False,False,2,True,1,1,1,1,1
8045.73,Clothing,P2M,54.1634195,-104.634852,528.7,5/day,True,True,True,2,False,1,0,1,1,1
7249.17,Utilities,P2P,62.431482,176.581867,6431.63,5/day,False,False,False,1,False,23,6,1,1,1
1937.21,Restaurants,P2P,89.414649,4.031956,9510.42,3/day,True,False,True,0,False,4,4,1,1,1
4774.85,Electronics,P2M,-53.8833315,-14.024733,9351.37,3/day,True,True,True,2,False,1,4,1,1,1
3451.01,Entertainment,P2M,26.5085295,-126.831693,2735.58,5/day,True,True,False,4,False,6,5,1,1,1
5131.03,Clothing,P2M,-48.3024255,13.268939,7034.93,3/day,True,False,True,0,True,3,6,1,1,1
5475.5,Restaurants,P2P,77.045209,41.239889,2719.45,5/day,True,True,True,0,False,21,0,1,1,1
4628.25,Restaurants,P2M,37.837066,22.618775,581.34,5/day,True,True,False,1,False,2,2,1,1,1
6444.58,Restaurants,P2M,-74.0763595,-69.956277,3623.17,5/day,True,False,True,0,False,16,2,1,1,1
1606.17,Utilities,P2P,37.432046,172.568387,100.26,1/day,True,True,True,1,False,0,6,1,1,1
1203.48,Travel,P2M,-1.0716515,50.215235,1247.12,1/day,True,False,False,4,False,23,4,1,1,1
